Name,EmpID,Gender,Education Qualification,Date of Joining,Salary (INR),Age,Leave Balance,Job Title
Employee_4111,5110,Other,Masters,2025-10-02,655023,55,18,Operations Manager
Employee_4112,5111,Female,Bachelors,2010-10-16,1217922,24,19,Sales Associate
Employee_4113,5112,Other,Masters,2036-06-21,2201247,50,17,Recruiter
Employee_4114,5113,Male,PhD,2025-06-30,2550562,59,24,Finance Executive
Employee_4115,5114,Female,Diploma,2012-10-29,1552451,32,8,Recruiter
Employee_4116,5115,Male,Bachelors,2023-08-10,1297294,39,21,Product Manager
Employee_4117,5116,Female,PhD,2010-10-30,2637618,37,9,Operations Manager
Employee_4118,5117,Other,Diploma,2031-04-10,2294500,44,8,Data Scientist
Employee_4119,5118,Other,PhD,2024-05-03,2096796,38,11,HR Manager
Employee_4120,5119,Female,Bachelors,2035-09-10,1284380,27,8,Marketing Specialist
Employee_4121,5120,Female,PhD,2012-03-14,2716392,47,18,Data Scientist
Employee_4122,5121,Female,PhD,2034-03-21,2526237,37,25,Sales Associate
Employee_4123,5122,Female,Bachelors,2025-07-27,489984,24,11,Product Manager
Employee_4124,5123,Male,Bachelors,2023-12-07,2752685,56,11,Operations Manager
Employee_4125,5124,Male,PhD,2012-09-13,2876228,38,14,Software Engineer
Employee_4126,5125,Female,Diploma,2010-03-06,382921,48,9,Data Scientist
Employee_4127,5126,Other,Bachelors,2025-07-12,1247723,31,11,Customer Support
Employee_4128,5127,Other,Diploma,2030-01-16,612797,43,22,UI/UX Designer
Employee_4129,5128,Female,Diploma,2024-08-23,1803340,44,2,Cloud Architect
Employee_4130,5129,Female,Bachelors,2028-08-05,2440891,30,22,Data Analyst
Employee_4131,5130,Female,Diploma,2025-12-28,1066642,33,26,Software Engineer
Employee_4132,5131,Other,Masters,2031-09-05,803979,47,18,Marketing Specialist
Employee_4133,5132,Other,Masters,2012-07-01,1037850,40,8,Business Analyst
Employee_4134,5133,Other,PhD,2027-01-22,1121877,53,10,Software Engineer
Employee_4135,5134,Female,Bachelors,2026-03-19,610648,53,28,Software Engineer
Employee_4136,5135,Male,Diploma,2023-03-04,2935845,29,4,Cloud Architect
Employee_4137,5136,Other,Diploma,2011-06-07,805010,59,17,Product Manager
Employee_4138,5137,Other,Bachelors,2021-01-15,2338909,57,13,Product Manager
Employee_4139,5138,Female,PhD,2014-01-31,2779523,51,3,Operations Manager
Employee_4140,5139,Male,PhD,2013-04-23,2864210,21,2,Marketing Specialist
Employee_4141,5140,Male,Diploma,2011-05-17,2515559,28,27,Cloud Architect
Employee_4142,5141,Male,Diploma,2029-06-30,538262,28,18,DevOps Engineer
Employee_4143,5142,Other,PhD,2020-12-08,1963518,41,28,Marketing Specialist
Employee_4144,5143,Male,Bachelors,2017-02-11,2732089,55,1,DevOps Engineer
Employee_4145,5144,Female,Masters,2034-07-14,766150,43,10,Finance Executive
Employee_4146,5145,Male,PhD,2023-07-13,1395979,43,2,Marketing Specialist
Employee_4147,5146,Female,Bachelors,2030-01-19,2055212,42,11,Data Analyst
Employee_4148,5147,Female,Bachelors,2023-02-19,1920919,57,20,DevOps Engineer
Employee_4149,5148,Other,Diploma,2015-01-23,2186465,34,1,Business Analyst
Employee_4150,5149,Male,Masters,2017-03-01,2495919,44,25,Sales Associate
Employee_4151,5150,Female,Diploma,2017-03-05,2662849,24,9,Cloud Architect
Employee_4152,5151,Male,Bachelors,2025-03-12,2432801,28,19,DevOps Engineer
Employee_4153,5152,Female,Diploma,2015-08-30,2296022,58,23,Sales Associate
Employee_4154,5153,Female,Diploma,2019-06-16,1992646,31,29,Sales Associate
Employee_4155,5154,Female,Bachelors,2033-03-07,1609819,45,28,HR Manager
Employee_4156,5155,Other,PhD,2012-08-27,774644,44,1,Customer Support
Employee_4157,5156,Male,PhD,2027-01-27,612230,46,3,Data Scientist
Employee_4158,5157,Male,PhD,2017-11-30,401463,28,10,DevOps Engineer
Employee_4159,5158,Female,Diploma,2036-03-11,2076227,58,25,Data Analyst
Employee_4160,5159,Other,Bachelors,2029-04-08,378894,53,25,HR Manager
Employee_4161,5160,Male,Diploma,2036-11-01,1415978,56,18,Customer Support
Employee_4162,5161,Other,Masters,2025-03-12,1324043,38,18,Recruiter
Employee_4163,5162,Other,PhD,2015-12-20,2485292,28,29,Cloud Architect
Employee_4164,5163,Male,PhD,2031-01-03,481043,50,7,DevOps Engineer
Employee_4165,5164,Female,Masters,2021-11-20,1239821,51,4,Product Manager
Employee_4166,5165,Female,Bachelors,2027-03-23,938969,36,4,Operations Manager
Employee_4167,5166,Other,Diploma,2029-02-09,1389854,56,24,Finance Executive
Employee_4168,5167,Other,Masters,2015-01-02,514775,52,25,Data Analyst
Employee_4169,5168,Male,Bachelors,2018-08-24,1483479,51,22,UI/UX Designer
Employee_4170,5169,Other,Diploma,2024-02-04,421252,27,22,Data Scientist
Employee_4171,5170,Other,Bachelors,2024-01-26,288867,28,27,Finance Executive
Employee_4172,5171,Female,PhD,2024-06-14,2845092,47,1,Software Engineer
Employee_4173,5172,Other,Masters,2023-05-26,2372820,50,6,Business Analyst
Employee_4174,5173,Female,Bachelors,2024-02-27,1602558,49,16,Software Engineer
Employee_4175,5174,Male,PhD,2019-05-10,1614707,43,10,Finance Executive
Employee_4176,5175,Other,PhD,2015-01-26,1842326,41,27,Data Analyst
Employee_4177,5176,Male,Diploma,2024-08-11,1617889,46,0,Recruiter
Employee_4178,5177,Male,Diploma,2026-05-06,447807,51,29,Cloud Architect
Employee_4179,5178,Male,Masters,2023-10-13,1042783,29,19,Marketing Specialist
Employee_4180,5179,Female,Diploma,2012-10-29,2344018,30,0,Operations Manager
Employee_4181,5180,Female,PhD,2026-06-26,1693587,50,29,HR Manager
Employee_4182,5181,Male,Diploma,2031-04-12,2381262,39,6,Finance Executive
Employee_4183,5182,Female,PhD,2016-08-17,1193460,29,26,Marketing Specialist
Employee_4184,5183,Other,Masters,2021-10-11,1137943,59,0,DevOps Engineer
Employee_4185,5184,Other,Bachelors,2020-01-04,1733535,38,14,Operations Manager
Employee_4186,5185,Male,Masters,2030-10-24,444525,47,7,Data Analyst
Employee_4187,5186,Other,PhD,2027-09-29,1461590,49,15,Finance Executive
Employee_4188,5187,Other,Masters,2033-12-16,774341,50,17,Cloud Architect
Employee_4189,5188,Male,Diploma,2011-08-01,1771567,37,29,DevOps Engineer
Employee_4190,5189,Female,Diploma,2018-12-07,499899,28,9,Cloud Architect
Employee_4191,5190,Female,Masters,2019-08-19,1261661,35,7,Data Scientist
Employee_4192,5191,Other,Diploma,2011-09-04,948352,52,12,Business Analyst
Employee_4193,5192,Female,Masters,2010-08-14,2896537,22,26,Sales Associate
Employee_4194,5193,Female,Bachelors,2012-12-09,1669768,22,17,Customer Support
Employee_4195,5194,Female,Masters,2023-01-01,1490678,41,15,Recruiter
Employee_4196,5195,Male,Bachelors,2018-10-01,320711,49,1,Operations Manager
Employee_4197,5196,Other,Masters,2011-10-30,1395683,46,2,Customer Support
Employee_4198,5197,Other,Diploma,2011-10-19,369767,37,0,Business Analyst
Employee_4199,5198,Female,PhD,2034-08-04,2827609,57,1,Product Manager
Employee_4200,5199,Other,Diploma,2010-11-13,2276353,24,15,Recruiter
Employee_4201,5200,Other,Diploma,2020-10-31,811877,59,29,Sales Associate
Employee_4202,5201,Female,Bachelors,2037-04-10,1825336,32,4,Customer Support
Employee_4203,5202,Other,Bachelors,2035-12-11,2780007,43,22,Data Analyst
Employee_4204,5203,Female,Diploma,2010-12-07,2664460,41,24,Data Analyst
Employee_4205,5204,Other,Bachelors,2019-08-20,1600893,42,28,Product Manager
Employee_4206,5205,Other,Bachelors,2033-12-08,1520687,53,1,Operations Manager
Employee_4207,5206,Other,Bachelors,2017-09-02,2730145,31,8,HR Manager
Employee_4208,5207,Female,Bachelors,2025-04-30,2171694,40,10,Customer Support
Employee_4209,5208,Male,Bachelors,2035-06-07,2281800,50,26,DevOps Engineer
Employee_4210,5209,Male,PhD,2013-07-11,2111932,28,21,HR Manager
Employee_4211,5210,Male,Diploma,2022-11-11,2867997,23,14,UI/UX Designer
Employee_4212,5211,Male,Diploma,2036-08-06,686968,24,5,DevOps Engineer
Employee_4213,5212,Other,Bachelors,2013-02-24,2440667,23,6,Sales Associate
Employee_4214,5213,Male,PhD,2016-10-22,2795514,53,4,Marketing Specialist
Employee_4215,5214,Male,Diploma,2018-09-20,506159,47,2,Recruiter
Employee_4216,5215,Female,Diploma,2011-05-25,2753165,36,12,Product Manager
Employee_4217,5216,Female,Masters,2031-12-04,2741967,51,16,Business Analyst
Employee_4218,5217,Other,Bachelors,2027-10-13,1255851,56,12,Marketing Specialist
Employee_4219,5218,Male,PhD,2020-12-06,1861241,58,14,Software Engineer
Employee_4220,5219,Female,Masters,2035-01-01,756250,47,17,Finance Executive
Employee_4221,5220,Male,PhD,2030-02-09,1008705,47,12,Marketing Specialist
Employee_4222,5221,Male,PhD,2037-02-25,1884407,32,14,Product Manager
Employee_4223,5222,Other,Masters,2015-08-31,820876,35,29,Marketing Specialist
Employee_4224,5223,Male,Diploma,2019-12-02,1641208,30,28,Software Engineer
Employee_4225,5224,Male,PhD,2022-05-18,1099464,31,25,Recruiter
Employee_4226,5225,Male,Masters,2018-04-02,1928774,55,28,UI/UX Designer
Employee_4227,5226,Male,Masters,2027-03-04,2678697,39,1,Business Analyst
Employee_4228,5227,Female,PhD,2027-07-18,1071929,44,5,Data Scientist
Employee_4229,5228,Female,PhD,2033-06-07,1832063,59,10,DevOps Engineer
Employee_4230,5229,Male,Masters,2025-12-05,2876233,28,12,Data Scientist
Employee_4231,5230,Male,PhD,2032-12-23,311268,27,13,Marketing Specialist
Employee_4232,5231,Other,Masters,2021-11-20,1752522,53,9,Data Analyst
Employee_4233,5232,Male,Diploma,2032-05-21,983815,36,28,Cloud Architect
Employee_4234,5233,Other,Bachelors,2025-04-24,1222746,31,12,Operations Manager
Employee_4235,5234,Male,PhD,2021-05-27,1977153,57,28,Sales Associate
Employee_4236,5235,Other,Masters,2012-12-25,282298,37,28,UI/UX Designer
Employee_4237,5236,Male,Bachelors,2014-04-09,2113049,35,14,Marketing Specialist
Employee_4238,5237,Male,Masters,2029-03-23,920264,58,26,Recruiter
Employee_4239,5238,Female,Bachelors,2026-10-07,997347,32,10,Data Analyst
Employee_4240,5239,Male,Masters,2017-03-03,2216097,25,11,Customer Support
Employee_4241,5240,Female,Diploma,2032-02-06,374268,26,20,Cloud Architect
Employee_4242,5241,Other,Masters,2016-07-15,2145502,47,19,HR Manager
Employee_4243,5242,Male,Diploma,2032-09-24,1927654,40,13,Product Manager
Employee_4244,5243,Male,Masters,2019-07-06,2127265,39,26,Recruiter
Employee_4245,5244,Other,Bachelors,2029-07-09,2558335,32,15,UI/UX Designer
Employee_4246,5245,Other,Bachelors,2019-05-06,547850,44,21,Operations Manager
Employee_4247,5246,Female,Masters,2034-03-20,1174631,58,24,Data Scientist
Employee_4248,5247,Male,Bachelors,2015-11-28,2035410,24,18,UI/UX Designer
Employee_4249,5248,Female,Masters,2027-07-11,2734379,59,7,Marketing Specialist
Employee_4250,5249,Female,PhD,2032-04-18,265571,44,11,Data Analyst
Employee_4251,5250,Female,Bachelors,2024-04-17,1066050,28,6,Business Analyst
Employee_4252,5251,Male,PhD,2036-03-15,993401,32,1,Customer Support
Employee_4253,5252,Other,Bachelors,2019-04-14,1297389,37,20,UI/UX Designer
Employee_4254,5253,Other,PhD,2032-05-24,1336801,30,14,Business Analyst
Employee_4255,5254,Female,Bachelors,2027-01-01,2276634,36,4,Finance Executive
Employee_4256,5255,Other,Diploma,2022-11-12,1386952,40,11,Cloud Architect
Employee_4257,5256,Male,Bachelors,2030-01-17,2543142,56,9,Finance Executive
Employee_4258,5257,Male,Diploma,2015-11-12,823423,31,6,Recruiter
Employee_4259,5258,Female,Bachelors,2025-02-17,2108705,52,23,Business Analyst
Employee_4260,5259,Other,Bachelors,2027-06-17,625803,27,11,DevOps Engineer
Employee_4261,5260,Male,Masters,2035-06-15,1596759,37,23,Operations Manager
Employee_4262,5261,Other,Diploma,2013-09-04,1074448,24,27,Customer Support
Employee_4263,5262,Female,PhD,2036-11-12,985777,24,3,Sales Associate
Employee_4264,5263,Male,Diploma,2020-07-08,2762439,48,14,Data Scientist
Employee_4265,5264,Other,PhD,2036-09-09,575388,27,4,Data Analyst
Employee_4266,5265,Other,Diploma,2018-04-30,2461823,35,18,Cloud Architect
Employee_4267,5266,Female,Masters,2013-12-05,1550162,47,16,Software Engineer
Employee_4268,5267,Male,Bachelors,2027-12-12,2200925,46,20,Software Engineer
Employee_4269,5268,Female,PhD,2014-05-13,2682827,21,5,Business Analyst
Employee_4270,5269,Other,PhD,2027-05-13,645033,48,21,Finance Executive
Employee_4271,5270,Female,Diploma,2032-12-13,1782930,31,23,DevOps Engineer
Employee_4272,5271,Male,Diploma,2017-08-19,2919560,22,1,Recruiter
Employee_4273,5272,Male,Masters,2012-12-30,2696724,52,0,Software Engineer
Employee_4274,5273,Female,Diploma,2018-01-08,881814,44,4,Cloud Architect
Employee_4275,5274,Male,Bachelors,2013-05-03,2581461,21,29,Business Analyst
Employee_4276,5275,Other,Masters,2030-07-24,1749064,40,23,Operations Manager
Employee_4277,5276,Other,Diploma,2024-02-22,543432,55,27,Product Manager
Employee_4278,5277,Female,Masters,2022-12-17,1579558,55,4,Operations Manager
Employee_4279,5278,Female,Masters,2026-07-29,1225629,36,3,Software Engineer
Employee_4280,5279,Female,Bachelors,2028-12-22,2142268,42,21,Marketing Specialist
Employee_4281,5280,Female,Diploma,2027-11-19,2067198,44,15,Operations Manager
Employee_4282,5281,Other,PhD,2010-06-29,1079052,58,29,Data Scientist
Employee_4283,5282,Male,Masters,2021-01-22,592577,39,0,Operations Manager
Employee_4284,5283,Male,Masters,2028-04-13,1199979,38,2,Cloud Architect
Employee_4285,5284,Female,Bachelors,2022-02-13,571486,48,24,Data Analyst
Employee_4286,5285,Female,Bachelors,2036-08-11,1406313,41,6,Data Scientist
Employee_4287,5286,Female,Masters,2030-02-21,2585207,33,20,Business Analyst
Employee_4288,5287,Female,Bachelors,2018-08-22,674012,53,18,Marketing Specialist
Employee_4289,5288,Male,Bachelors,2024-05-21,961631,55,15,Software Engineer
Employee_4290,5289,Male,PhD,2010-07-02,1066347,33,27,Marketing Specialist
Employee_4291,5290,Male,Masters,2019-11-04,2356574,37,19,Finance Executive
Employee_4292,5291,Male,PhD,2026-12-01,674537,32,1,Recruiter
Employee_4293,5292,Other,Diploma,2020-09-03,326659,36,23,HR Manager
Employee_4294,5293,Other,Diploma,2019-12-23,2575458,43,1,Finance Executive
Employee_4295,5294,Male,Bachelors,2014-04-25,742853,21,9,Operations Manager
Employee_4296,5295,Other,Diploma,2020-02-17,1939966,54,10,HR Manager
Employee_4297,5296,Male,Diploma,2011-06-09,326162,47,1,Business Analyst
Employee_4298,5297,Female,Diploma,2027-06-07,1506045,26,4,Cloud Architect
Employee_4299,5298,Other,Bachelors,2028-12-05,722829,44,4,UI/UX Designer
Employee_4300,5299,Other,PhD,2010-03-17,2367266,43,18,Cloud Architect
Employee_4301,5300,Female,PhD,2016-07-03,703032,45,4,Data Scientist
Employee_4302,5301,Female,Diploma,2034-05-12,1313446,53,13,HR Manager
Employee_4303,5302,Male,PhD,2023-09-23,2045990,51,13,Data Scientist
Employee_4304,5303,Female,Bachelors,2029-09-12,2772688,35,6,Business Analyst
Employee_4305,5304,Female,Diploma,2019-12-30,525869,50,3,Data Scientist
Employee_4306,5305,Male,PhD,2018-04-12,2546508,46,19,Data Scientist
Employee_4307,5306,Male,Bachelors,2023-10-06,1710568,55,19,DevOps Engineer
Employee_4308,5307,Female,Diploma,2033-03-09,829900,36,26,Customer Support
Employee_4309,5308,Male,Bachelors,2030-03-14,437893,23,10,HR Manager
Employee_4310,5309,Female,Diploma,2023-05-16,936338,39,28,Operations Manager
Employee_4311,5310,Other,Bachelors,2026-11-16,899199,48,17,Sales Associate
Employee_4312,5311,Male,Masters,2026-06-29,358151,45,28,Data Scientist
Employee_4313,5312,Other,PhD,2013-02-01,2432127,21,5,Data Scientist
Employee_4314,5313,Male,Masters,2032-06-16,1428499,55,9,Product Manager
Employee_4315,5314,Female,Bachelors,2025-06-29,2118498,55,27,DevOps Engineer
Employee_4316,5315,Male,Bachelors,2025-06-02,1926518,44,24,Data Analyst
Employee_4317,5316,Male,Bachelors,2027-03-08,2680730,57,18,Operations Manager
Employee_4318,5317,Male,Diploma,2026-04-21,2638121,48,3,Operations Manager
Employee_4319,5318,Other,Masters,2017-01-31,756666,38,8,Cloud Architect
Employee_4320,5319,Other,Masters,2029-05-20,445797,37,7,HR Manager
Employee_4321,5320,Other,Diploma,2021-02-01,1450617,45,28,Operations Manager
Employee_4322,5321,Other,Masters,2011-05-20,2970468,51,18,Data Analyst
Employee_4323,5322,Female,PhD,2034-10-12,1812477,23,15,HR Manager
Employee_4324,5323,Other,Masters,2014-07-31,2146575,31,15,Marketing Specialist
Employee_4325,5324,Female,Bachelors,2035-08-01,1589734,42,11,Recruiter
Employee_4326,5325,Other,Diploma,2021-03-20,2412181,55,3,DevOps Engineer
Employee_4327,5326,Male,Bachelors,2011-08-30,1684799,46,8,Marketing Specialist
Employee_4328,5327,Female,PhD,2032-07-08,2633950,53,21,HR Manager
Employee_4329,5328,Female,Bachelors,2013-06-17,2285965,39,10,HR Manager
Employee_4330,5329,Male,Diploma,2033-11-01,703300,42,11,Operations Manager
Employee_4331,5330,Male,Masters,2018-05-08,2347084,52,3,Sales Associate
Employee_4332,5331,Male,Bachelors,2022-10-25,2863958,24,10,Operations Manager
Employee_4333,5332,Other,Bachelors,2010-04-12,1222406,53,4,DevOps Engineer
Employee_4334,5333,Female,PhD,2033-11-07,1463241,53,22,Software Engineer
Employee_4335,5334,Female,Diploma,2024-04-06,1200020,56,10,Sales Associate
Employee_4336,5335,Male,Bachelors,2020-10-29,1239456,33,27,Customer Support
Employee_4337,5336,Female,Bachelors,2011-05-12,1944426,53,14,Finance Executive
Employee_4338,5337,Male,Diploma,2021-08-14,336512,40,15,Finance Executive
Employee_4339,5338,Male,PhD,2024-01-14,1329849,30,10,Cloud Architect
Employee_4340,5339,Female,PhD,2033-05-08,2319876,36,11,Recruiter
Employee_4341,5340,Male,Bachelors,2027-02-23,818506,23,26,Business Analyst
Employee_4342,5341,Female,PhD,2016-08-27,1081749,59,16,HR Manager
Employee_4343,5342,Male,PhD,2027-01-24,2912217,35,26,UI/UX Designer
Employee_4344,5343,Male,Bachelors,2013-01-01,2860626,39,21,DevOps Engineer
Employee_4345,5344,Other,Masters,2035-02-09,2072586,23,8,UI/UX Designer
Employee_4346,5345,Female,Diploma,2032-12-21,958712,25,4,Product Manager
Employee_4347,5346,Other,Bachelors,2021-11-03,551912,33,27,HR Manager
Employee_4348,5347,Other,Masters,2026-01-03,2601995,30,15,Sales Associate
Employee_4349,5348,Female,Bachelors,2014-07-30,2597739,38,24,Cloud Architect
Employee_4350,5349,Male,Masters,2030-05-03,2566535,34,22,Product Manager
Employee_4351,5350,Female,PhD,2029-07-09,2596871,26,4,Data Analyst
Employee_4352,5351,Male,PhD,2015-07-16,902977,42,27,Customer Support
Employee_4353,5352,Female,Bachelors,2030-08-25,2405289,58,6,Data Scientist
Employee_4354,5353,Female,PhD,2013-06-13,1798647,21,6,Finance Executive
Employee_4355,5354,Other,Masters,2035-10-25,2487036,47,9,Data Scientist
Employee_4356,5355,Female,Masters,2017-04-24,1746225,38,8,Business Analyst
Employee_4357,5356,Other,Masters,2020-04-07,2718220,48,8,Operations Manager
Employee_4358,5357,Other,Masters,2013-10-16,2600096,24,13,Business Analyst
Employee_4359,5358,Male,Bachelors,2012-06-17,1144234,42,6,Operations Manager
Employee_4360,5359,Male,Masters,2015-06-20,1417866,56,21,Data Scientist
Employee_4361,5360,Male,Diploma,2024-10-25,1235292,58,23,UI/UX Designer
Employee_4362,5361,Other,Bachelors,2029-05-24,553802,38,8,Recruiter
Employee_4363,5362,Female,Masters,2029-07-17,612197,31,19,Operations Manager
Employee_4364,5363,Other,Diploma,2016-10-21,2542664,23,26,Business Analyst
Employee_4365,5364,Male,Bachelors,2022-11-13,1728027,22,29,Business Analyst
Employee_4366,5365,Female,PhD,2030-04-12,1860340,30,19,Data Scientist
Employee_4367,5366,Other,Bachelors,2026-09-26,2653204,28,8,Data Scientist
Employee_4368,5367,Male,Masters,2020-11-17,250349,22,8,Business Analyst
Employee_4369,5368,Female,Diploma,2019-11-27,837964,37,18,UI/UX Designer
Employee_4370,5369,Female,Bachelors,2034-10-31,2795244,24,22,Software Engineer
Employee_4371,5370,Male,PhD,2021-05-17,2693062,33,5,Business Analyst
Employee_4372,5371,Other,PhD,2036-08-26,1494415,59,17,Recruiter
Employee_4373,5372,Other,Diploma,2010-06-16,998145,22,11,Software Engineer
Employee_4374,5373,Other,Masters,2011-04-16,2418350,57,22,Software Engineer
Employee_4375,5374,Other,PhD,2036-02-04,2893735,26,11,HR Manager
Employee_4376,5375,Female,Masters,2024-11-01,390724,54,8,Marketing Specialist
Employee_4377,5376,Female,Masters,2012-11-30,2847392,35,8,Data Scientist
